Station,Date and time, DO , EC , Temp 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 13:00, 7.6 ," 2,496 ", 25.1 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 13:30, 7.5 ," 2,744 ", 25.2 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 14:00, 7.4 ," 2,937 ", 25.3 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 14:30, 7.5 ," 2,814 ", 25.4 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 15:00, 7.5 ," 2,322 ", 25.5 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 16:00, 7.6 ," 2,312 ", 26.1 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 16:30, 7.6 ," 2,348 ", 25.0 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 17:00, 7.7 ," 2,653 ", 24.7 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 17:30, 7.8 ," 2,854 ", 23.9 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 18:00, 7.9 ," 2,721 ", 23.6 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 18:30, 8.0 ," 2,654 ", 23.1 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 19:00, 8.1 ," 2,624 ", 23.0 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 19:30, 8.2 ," 2,004 ", 22.4 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 20:00, 8.1 ," 2,124 ", 22.7 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 20:30, 8.2 ," 2,110 ", 22.4 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 21:00, 8.1 ," 1,989 ", 22.2 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 21:30, 8.2 ," 1,721 ", 21.9 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 22:00, 8.2 ," 1,931 ", 22.1 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 22:30, 8.3 ," 1,310 ", 21.5 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 23:00, 8.3 ," 1,174 ", 21.7 
สถานีวัดแหลมใต้-บางปะกง,6 ม.ค.2566 23:30, 8.4 , 945 , 21.5 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 00:00, 8.5 , 963 , 21.6 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 00:30, 8.5 , 899 , 21.5 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 01:00, 8.6 , 845 , 21.0 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 01:30, 8.6 , 652 , 20.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 02:00, 8.6 , 618 , 20.7 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 02:30, 8.7 , 653 , 20.2 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 03:00, 8.8 , 703 , 20.2 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 03:30, 8.9 , 582 , 19.4 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 04:00, 8.7 , 511 , 19.1 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 04:30, 8.7 , 670 , 19.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 05:00, 8.6 , 667 , 20.3 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 05:30, 8.5 , 549 , 20.2 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 06:00, 8.5 , 559 , 20.1 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 06:30, 8.4 , 726 , 20.8 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 07:00, 8.5 , 657 , 20.1 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 07:30, 8.4 , 840 , 20.5 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 08:00, 8.2 , 899 , 21.3 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 08:30, 8.1 ," 1,017 ", 20.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 09:00, 7.9 ," 1,480 ", 21.6 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 09:30, 7.9 ," 1,848 ", 21.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 10:00, 7.7 ," 1,671 ", 22.2 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 10:30, 7.6 ," 2,052 ", 22.8 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 11:00, 7.5 ," 2,325 ", 23.8 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 11:30, 7.5 ," 2,357 ", 24.0 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 12:00, 7.7 ," 2,519 ", 23.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 12:30, 7.7 ," 2,598 ", 23.8 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 13:00, 7.7 ," 3,034 ", 23.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 13:30, 7.6 ," 3,145 ", 23.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 14:00, 7.7 ," 2,621 ", 24.5 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 14:30, 7.7 ," 3,203 ", 24.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 15:00, 7.7 ," 2,547 ", 24.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 15:30, 7.8 ," 2,575 ", 24.4 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 16:00, 7.8 ," 2,309 ", 24.5 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 16:30, 7.9 ," 2,508 ", 24.4 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 17:00, 8.0 ," 2,512 ", 23.7 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 17:30, 8.0 ," 2,488 ", 23.2 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 18:00, 8.0 ," 2,436 ", 23.0 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 18:30, 8.0 ," 2,358 ", 23.1 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 19:00, 7.9 ," 1,934 ", 22.9 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 19:30, 8.1 ," 1,898 ", 22.7 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 20:00, 8.0 ," 2,074 ", 22.8 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 20:30, 8.0 ," 2,125 ", 22.5 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 21:00, 8.1 ," 1,802 ", 22.0 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 21:30, 8.3 ," 1,832 ", 22.1 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 22:00, 8.3 ," 1,342 ", 21.7 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 22:30, 8.3 ," 1,091 ", 21.6 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 23:00, 8.4 ," 1,184 ", 21.8 
สถานีวัดแหลมใต้-บางปะกง,7 ม.ค.2566 23:30, 8.5 ," 1,032 ", 21.8 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 00:00, 8.5 , 915 , 21.8 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 00:30, 8.4 , 777 , 21.9 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 01:00, 8.4 , 800 , 22.1 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 01:30, 8.3 , 765 , 22.1 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 02:00, 8.3 , 590 , 22.0 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 02:30, 8.3 , 713 , 21.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 03:00, 8.3 , 663 , 22.1 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 03:30, 8.4 , 454 , 21.8 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 04:00, 8.5 , 501 , 21.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 04:30, 8.4 , 525 , 21.8 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 05:00, 8.4 , 531 , 21.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 05:30, 8.4 , 530 , 21.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 06:00, 8.2 , 544 , 21.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 06:30, 8.1 , 510 , 21.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 07:00, 8.0 , 595 , 21.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 07:30, 8.1 , 567 , 21.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 08:00, 8.1 , 661 , 21.4 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 08:30, 8.0 , 791 , 21.9 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 09:00, 7.7 ," 1,029 ", 23.4 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 09:30, 7.5 , 977 , 24.2 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 10:00, 7.4 ," 1,215 ", 25.0 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 10:30, 7.3 ," 1,407 ", 25.4 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 11:00, 7.4 ," 1,733 ", 25.5 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 11:30, 7.3 ," 2,064 ", 25.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 12:00, 7.4 ," 2,130 ", 25.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 12:30, 7.4 ," 2,450 ", 25.5 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 13:00, 7.5 ," 2,449 ", 25.4 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 13:30, 7.5 ," 3,062 ", 24.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 14:00, 7.7 ," 2,427 ", 24.5 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 14:30, 7.6 ," 2,597 ", 24.9 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 15:00, 7.5 ," 2,501 ", 24.9 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 15:30, 7.6 ," 3,206 ", 24.8 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 16:00, 7.5 ," 3,182 ", 24.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 16:30, 7.7 ," 2,505 ", 24.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 17:00, 7.7 ," 2,419 ", 24.3 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 17:30, 7.8 ," 2,284 ", 24.1 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 18:00, 7.8 ," 2,233 ", 23.9 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 18:30, 7.9 ," 2,277 ", 23.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 19:00, 7.6 ," 2,347 ", 23.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 19:30, 7.7 ," 2,702 ", 23.7 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 20:00, 7.7 ," 2,433 ", 23.5 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 20:30, 7.8 ," 2,515 ", 23.5 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 21:00, 7.7 ," 2,451 ", 23.6 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 21:30, 7.7 ," 2,515 ", 23.5 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 22:00, 7.8 ," 2,297 ", 23.3 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 22:30, 7.8 ," 2,550 ", 23.4 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 23:00, 7.8 ," 1,921 ", 23.3 
สถานีวัดแหลมใต้-บางปะกง,8 ม.ค.2566 23:30, 7.9 ," 1,787 ", 23.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 00:00, 7.9 ," 1,457 ", 23.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 00:30, 7.9 ," 1,280 ", 23.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 01:00, 8.0 ," 1,183 ", 22.8 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 01:30, 8.0 ," 1,089 ", 22.3 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 02:00, 8.1 , 807 , 22.2 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 02:30, 8.1 , 894 , 22.4 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 03:00, 8.2 , 862 , 22.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 03:30, 8.2 , 536 , 21.8 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 04:00, 8.2 , 694 , 21.9 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 04:30, 8.2 , 645 , 21.9 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 05:00, 8.2 , 746 , 22.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 05:30, 8.1 , 624 , 22.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 06:00, 8.0 , 577 , 22.2 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 06:30, 8.0 , 604 , 22.2 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 07:00, 7.9 , 711 , 22.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 07:30, 7.8 , 735 , 22.7 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 08:00, 7.7 , 783 , 23.5 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 08:30, 7.8 , 943 , 23.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 09:00, 7.5 ," 1,602 ", 25.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 09:30, 7.2 ," 1,991 ", 25.9 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 10:00, 7.2 ," 1,950 ", 25.9 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 10:30, 7.0 ," 2,423 ", 25.7 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 11:00, 7.2 ," 2,894 ", 26.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 11:30, 7.1 ," 3,162 ", 25.8 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 12:00, 7.1 ," 3,380 ", 25.9 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 12:30, 7.2 ," 3,961 ", 26.4 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 13:00, 7.2 ," 3,937 ", 26.8 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 13:30, 7.2 ," 3,935 ", 27.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 14:00, 7.3 ," 4,805 ", 27.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 14:30, 7.2 ," 4,188 ", 27.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 15:00, 7.2 ," 4,197 ", 27.1 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 15:30, 7.2 ," 4,001 ", 27.2 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 16:00, 7.2 ," 3,869 ", 27.0 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 16:30, 7.3 ," 4,591 ", 26.7 
สถานีวัดแหลมใต้-บางปะกง,9 ม.ค.2566 17:00, 7.2 ," 4,442 ", 26.6 
